,NAME,metropolitan statistical area/micropolitan statistical area,Total population,White alone,Highschool,GED,"Some college, fewer than 1 years","Some college, 1 ore more years",associates,college grad,Professional degree,Masters,post grad,Place of work total,Work in state,Work in county,Work Out state,Work out county,Income in the past 12 months below poverty,Under 10k,"10 to 14,999","15 to 19,999",20 to 24,25 to 30,"30 to 34,999",35 to 39,40 to 44,44 to 49,50 to 59,60 to 74,75 to 99,100 to 124,125 to 149,150 to 199,200 +,Median HH income,M HH income white,Median HH income black,Median HH income hispanic
484,"Lebanon, PA Metro Area",135776,30140,119662,36610,4247,4980,8981,6600,11167,1292,5217,589,63710,63374,40007,336,23367,14922,2807,2247,2307,2629,2703,2523,2717,2807,2334,5072,6987,7743,4023,2260,1834,1274,55499,57224,36766,35560
485,"Levelland, TX Micro Area",23322,30220,19730,2850,862,1241,2617,1228,1594,86,506,45,10399,10315,7263,84,3052,3297,741,304,426,443,464,467,356,415,354,785,958,942,542,360,322,210,50665,51301,25500,46377
486,"Lewisburg, PA Micro Area",44958,30260,39518,9833,2720,1695,2981,2107,3745,413,1443,636,17201,17019,10436,182,6583,4554,836,865,673,836,1076,831,657,788,939,1362,1768,1556,1175,507,438,609,49803,49615,,48236
487,"Lewisburg, TN Micro Area",31159,30280,27846,7158,1770,1606,2557,1494,2204,142,466,46,13247,13114,7225,133,5889,4986,994,756,643,793,951,778,718,670,556,1141,1059,1224,902,254,300,229,42661,43387,27470,32500
488,"Lewiston, ID-WA Metro Area",61819,30300,56317,11024,2171,4064,8657,3886,6595,496,1958,217,27409,19876,18764,7533,1112,7882,1701,1389,1553,1550,1590,1773,1370,1425,1198,2100,2977,3164,1741,717,850,339,47060,47055,,27219
489,"Lewiston-Auburn, ME Metro Area",107393,30340,99303,22330,5226,5055,10019,7926,10296,775,3485,493,51494,50967,36779,527,14188,16332,3295,3136,2903,2710,2604,2293,2176,2296,1760,3983,5002,5971,2891,1562,1303,751,47537,48401,20481,33000
490,"Lewistown, PA Micro Area",46675,30380,45428,13985,2404,1416,3000,2243,2669,163,877,89,19495,19322,14235,173,5087,7216,1290,1249,1473,1302,1429,1193,1096,1186,979,1834,1858,2157,790,474,162,242,41288,41371,,
491,"Lexington, NE Micro Area",26045,30420,23392,4801,797,1166,2116,1495,1690,163,606,89,13195,13156,11034,39,2122,3728,454,511,617,466,692,595,556,507,545,914,1104,1362,586,249,227,159,48739,48974,44102,39155
492,"Lexington-Fayette, KY Metro Area",489799,30460,399172,62912,16311,18076,47988,24395,66171,9309,30612,7316,238533,236187,174669,2346,61518,82354,16583,10963,10302,11076,9805,10783,9385,8427,8268,13969,20360,23383,15567,8921,8191,8344,50921,55330,28791,34181
493,"Liberal, KS Micro Area",23274,30580,13820,2851,442,890,1767,969,1124,74,354,13,10924,9889,9547,1035,342,4350,488,350,303,516,289,547,530,478,422,637,686,1176,557,164,140,197,47134,47277,36429,44024
494,"Lima, OH Metro Area",105196,30620,87886,24294,3247,5565,9764,7061,7015,993,3564,468,46616,46056,37619,560,8437,17713,3500,2702,2524,2807,2152,2411,2326,1878,1724,3349,4717,4369,2552,1110,1027,838,44103,47434,22473,40595
495,"Lincoln, IL Micro Area",29956,30660,23727,5220,1729,2061,3740,1613,2564,125,803,85,10730,10704,7219,26,3485,3303,959,556,750,467,616,510,564,467,401,942,1351,1457,735,430,269,237,50539,53480,16318,56908
496,"Lincoln, NE Metro Area",315078,30700,276741,37782,6934,13930,30596,22503,45958,3648,16025,4799,167359,166412,153997,947,12415,43263,7842,6652,6351,6689,6818,6554,6767,6021,5158,10271,13186,15867,10697,5774,5087,4281,52177,54657,30268,35748
497,"Little Rock-North Little Rock-Conway, AR Metro Area",722684,30780,521931,120358,22821,29664,85107,32308,87533,9308,32724,6707,332186,329110,242842,3076,86268,108307,20840,15214,14797,17437,15117,15760,14242,14373,12359,23684,27862,32612,21262,11663,10686,8450,49112,55677,31799,37636
498,"Lock Haven, PA Micro Area",39614,30820,38114,10257,1176,1165,2673,2327,2834,183,1076,147,17551,17445,11741,106,5704,6086,1109,1095,911,959,843,893,904,676,595,1335,1501,2070,927,565,260,153,45078,45425,,
499,"Logan, UT-ID Metro Area",130363,30860,118759,13794,1562,5332,12680,5090,15128,732,5088,1678,59278,56222,52032,3056,4190,19409,1969,1922,1991,2678,2624,2408,2067,2302,1881,3632,4743,5028,3042,1510,1164,960,50300,50984,,37475
500,"Logan, WV Micro Area",35760,30880,34489,9200,1494,1407,3506,1939,1421,88,557,23,11100,10957,8804,143,2153,6902,1718,993,1223,1252,816,736,791,378,527,996,1186,1707,873,462,239,146,36763,36929,,37050
501,"Logansport, IN Micro Area",38476,30900,32983,9160,1377,1924,3238,2045,2373,163,985,138,17039,16960,11916,79,5044,5884,853,661,893,1245,1050,1118,1060,810,615,1340,1775,1536,782,290,256,271,42290,43277,,32148
502,"London, KY Micro Area",127354,30940,123610,25631,6952,4791,10955,4001,5968,1013,3471,530,42760,41847,29437,913,12410,32552,6457,5055,4156,3621,3615,3380,2843,2490,1889,3928,4095,3228,1965,906,563,550,32428,32391,31797,40500
503,"Longview, TX Metro Area",216731,30980,168283,34432,8825,11839,26650,11042,17437,1129,5578,881,91876,90353,63112,1523,27241,35601,5765,4764,5183,5000,4214,4541,3789,3935,3532,6655,7633,8826,5560,3251,2478,2089,47066,51398,26756,40973
504,"Longview, WA Metro Area",102338,31020,92834,17641,4002,8052,13565,7052,6857,635,3402,355,39600,36176,31339,3424,4837,17609,3082,2206,2565,2635,2173,2158,2145,2173,1734,3281,4436,4473,3131,1692,1192,687,47452,48750,31250,31954
505,"Los Alamos, NM Micro Area",17939,31060,15554,1196,182,430,1388,970,3168,229,2177,2591,8859,8797,8278,62,519,1092,246,229,95,128,214,192,308,248,143,321,443,1150,913,807,1079,1099,101934,102965,,44844
506,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13154457,31080,7316316,1598505,144698,410083,1321587,619646,1823552,210579,646046,117890,5994584,5969143,5424556,25441,544587,2195748,260541,223159,208689,209945,190567,195778,178876,178399,158853,307901,395217,510573,376220,246787,289256,341661,60705,66638,41693,47114
507,"Louisville/Jefferson County, KY-IN Metro Area",1261936,31140,1018206,212022,52074,60367,131375,68389,141251,16710,68042,9163,588618,532010,418921,56608,113089,179682,36958,26941,27097,26795,25400,25665,24743,25431,21580,41119,52056,61727,37558,22243,18711,18880,51205,55295,29901,40642
508,"Lubbock, TX Metro Area",302553,31180,241565,37371,9099,12270,32291,10748,30384,3124,11510,2812,143943,143090,133816,853,9274,56619,10587,6291,6392,7222,6939,6232,5821,5350,5778,9617,10217,12089,7663,3907,3730,4082,45807,48066,30582,37788
509,"Ludington, MI Micro Area",28711,31220,27275,6200,856,1812,3576,2232,2593,201,1205,147,11903,11777,9754,126,2023,4861,930,863,838,985,733,861,680,664,570,1198,1186,1230,728,347,246,189,42024,42543,31625,31650
510,"Lufkin, TX Micro Area",87748,31260,68827,14196,3678,4936,9317,4040,5700,420,2345,158,35304,34804,31162,500,3642,16497,2483,1910,2017,2047,1949,1575,2007,1529,1674,2988,2810,3676,1739,794,738,647,44223,48264,28914,38249
511,"Lumberton, NC Micro Area",134871,31300,40564,24972,3434,4878,12604,6899,7653,595,2292,322,46837,45329,33697,1508,11632,41538,7255,4747,3975,3444,3098,2888,2417,2140,2010,3062,3591,3810,1721,599,519,497,30608,38394,24404,27823
512,"Lynchburg, VA Metro Area",256989,31340,201181,44350,9346,12120,24805,13900,26720,2374,11301,2083,115363,114190,54894,1173,59296,38210,8544,5823,5633,5324,5774,5577,5157,5130,4690,8467,10494,11930,7627,4025,2858,2290,47770,52260,30186,58049
513,"Macomb, IL Micro Area",32009,31380,28916,4636,717,1405,2470,1442,3399,255,1781,827,13937,13748,12143,189,1605,6394,1734,857,758,830,689,615,542,584,429,825,1144,1337,611,583,395,196,40314,40744,,
514,"Macon, GA Metro Area",231517,31420,121101,43582,8144,8210,23739,8925,20121,2731,8702,1601,88618,88005,57762,613,30243,53319,11182,6337,5280,5517,5641,4393,4318,3664,3185,6225,7670,8523,5133,2734,2507,2269,39501,52550,25962,29082
515,"Madera, CA Metro Area",153187,31460,125082,20351,3386,5679,16878,8103,8876,777,2503,486,44208,44019,30551,189,13468,33968,3656,2404,2512,3114,2706,2341,2558,2255,2100,3804,4464,4128,3147,1695,1316,959,45073,45095,35661,39124
516,"Madison, IN Micro Area",32453,31500,30799,7053,1623,1710,3200,1595,2341,143,1168,211,14004,12454,10352,1550,2102,4343,747,626,887,804,779,782,828,751,750,1152,1383,1590,781,514,262,58,45718,45900,40441,45060
517,"Madison, WI Metro Area",627618,31540,543929,82543,10616,23440,56811,40975,106733,12515,46122,12253,342739,339488,299792,3251,39696,74607,13906,10784,9817,11744,11126,13145,11324,11753,10908,20511,28528,36592,25477,15118,15090,12414,61886,64559,27880,37704
518,"Madisonville, KY Micro Area",46518,31580,41927,10409,2328,3018,3697,2884,2756,346,1757,72,19078,18486,14940,592,3546,7799,1794,1269,1273,1273,1193,868,986,1112,815,1514,2028,2093,1356,559,281,208,42346,43829,28750,51458
519,"Magnolia, AR Micro Area",24327,31620,14608,5225,517,894,1992,1015,2004,40,882,85,10183,9562,8386,621,1176,5823,1378,1027,622,566,467,552,446,517,256,621,836,1043,623,390,157,96,36619,50998,20254,21835
520,"Malone, NY Micro Area",51280,31660,42552,9826,3116,2513,4669,3916,3201,397,2502,220,19534,19328,15860,206,3468,9213,1934,1348,1007,1285,861,983,825,878,831,1791,1990,2573,1329,656,515,342,47923,48314,,110652
521,"Malvern, AR Micro Area",33316,31680,28587,7377,2446,1639,3183,2086,1984,86,895,70,12911,12832,6982,79,5850,5975,1178,925,976,983,754,714,538,619,711,1075,1218,1157,686,322,178,102,40000,42384,22794,35676
522,"Manchester-Nashua, NH Metro Area",403972,31700,366740,65103,10735,17511,34782,26323,64234,3926,28118,3726,210494,172389,141165,38105,31224,34681,6414,5042,6515,6043,6351,5718,6056,6608,5130,11429,15827,22375,17377,11271,12245,10807,71244,71644,47284,42753
523,"Manhattan, KS Metro Area",97647,31740,83751,9510,1335,3505,9108,4047,11883,1126,5665,2467,50618,50226,34272,392,15954,16914,3598,1368,1734,1840,2245,2174,1742,1637,1811,2633,3462,4172,2484,1525,1224,1010,48158,49108,48502,34313
524,"Manitowoc, WI Micro Area",80521,31820,76148,21080,1731,4273,7324,5972,8127,474,2430,198,40297,40096,31151,201,8945,7957,1560,1867,2038,2152,2148,2017,2239,1883,1540,2858,3862,4504,2712,1150,804,593,48398,48451,,34167
525,"Mankato-North Mankato, MN Metro Area",98211,31860,90931,14537,1795,3618,9851,7070,12884,951,3734,1132,53789,53516,35765,273,17751,15559,2413,2080,1862,2029,1872,2080,1715,2084,1530,3049,4109,5351,2913,1839,1404,1146,53437,55072,18165,49000
526,"Mansfield, OH Metro Area",122312,31900,106439,30539,4543,7068,11124,7239,8937,619,3405,373,49718,49457,40058,261,9399,19504,4055,2721,3183,3589,3260,3159,2749,2996,2164,4246,4666,5615,2749,1403,794,754,41877,43464,25978,36172
527,"Marietta, OH Micro Area",61351,31930,59048,16206,1760,2965,5487,4796,5113,258,1896,335,25518,19531,17951,5987,1580,9777,2200,1556,1935,1648,1150,1844,1383,1113,1201,2092,2358,2917,1758,774,641,494,43509,44345,37935,
528,"Marinette, WI-MI Micro Area",65004,31940,62400,18169,1948,3771,7595,4579,4943,434,1447,119,28664,22308,19194,6356,3114,8942,2282,1981,2131,2056,1742,2018,1534,1504,1409,2852,3265,3245,1674,547,381,377,42056,42181,78472,39625
529,"Marion, IN Micro Area",68896,31980,61075,15589,3102,3123,5859,3450,4771,356,2313,337,28594,28440,23534,154,4906,11829,2123,1747,2129,1872,1900,1878,1482,1692,1323,2272,2685,2909,1217,425,526,297,40294,41915,24351,38021
530,"Marion, NC Micro Area",44961,32000,40707,8903,2872,2461,4295,3245,2994,213,967,127,17028,16790,12383,238,4407,8897,1890,1408,1468,1187,1438,1111,904,868,934,1464,1654,1720,547,280,291,159,35965,37085,20744,36324
531,"Marion, OH Micro Area",65943,32020,59380,16089,3562,3857,6558,4017,3448,463,1710,87,24917,24811,18282,106,6529,11127,1774,1763,1565,1646,1630,1665,1586,998,1237,2220,2506,2714,1427,887,595,265,42966,43940,27000,34350
532,"Marquette, MI Micro Area",67582,32100,63104,12924,1842,3113,7435,4023,8534,867,2980,461,28915,28672,27718,243,954,10689,2563,1820,1649,1519,1508,1257,1308,1472,1417,2352,2731,2777,1858,937,768,521,45409,45724,,15750
533,"Marshall, MN Micro Area",25699,32140,23046,5324,425,994,2329,1789,3048,190,801,184,13625,13428,12472,197,956,3456,595,597,589,547,514,513,422,525,444,953,941,1453,739,432,354,340,51600,52252,42984,36735
534,"Marshall, MO Micro Area",23334,32180,19924,5211,773,1000,2359,781,1752,186,856,65,10454,10344,8745,110,1599,3808,704,651,594,658,587,591,626,397,615,906,808,780,412,242,183,90,40101,40827,26699,37056
535,"Marshall, TX Micro Area",66417,32220,48436,12629,2186,2931,6859,3573,6077,170,1808,285,27996,25756,15880,2240,9876,11151,1964,1484,1643,1288,1288,1556,1235,1133,980,1799,1866,3134,1828,931,743,674,45974,53337,30366,36680
536,"Marshalltown, IA Micro Area",40962,32260,34575,7859,1103,2166,3875,2399,3780,223,1186,169,18996,18890,15521,106,3369,4429,719,667,912,735,802,677,943,822,577,1727,2128,2151,1153,598,380,306,53351,54565,39167,46698
537,"Martin, TN Micro Area",34415,32280,30422,6838,1787,1127,3109,878,2943,234,960,276,14005,13374,9304,631,4070,6075,1591,1180,904,986,913,882,847,807,530,1067,1290,1185,770,338,197,191,37037,38636,20331,41548
538,"Martinsville, VA Micro Area",66204,32300,45320,12469,3371,3605,7016,4854,3745,356,1580,353,26186,23811,13375,2375,10436,12625,2969,2473,2467,2331,2320,1763,1545,1537,1428,2259,2254,2574,1056,535,391,370,34382,36578,27542,37308
539,"Maryville, MO Micro Area",23186,32340,21821,4447,695,757,1943,588,1745,226,796,223,10987,10597,9456,390,1141,5682,1011,784,624,656,628,535,404,476,440,636,805,834,476,142,124,84,35854,36329,,
540,"Mason City, IA Micro Area",51044,32380,48676,10186,1577,3003,5952,5461,5575,407,1473,205,25936,25457,21113,479,4344,6552,1638,1515,1275,1391,1517,1242,1143,1206,1272,1786,2599,2732,1550,640,590,603,46334,46684,37713,34638
541,"Mayagüez, PR Metro Area",100263,32420,46031,17457,2940,1266,6812,3582,10035,460,2691,1165,25241,25197,16962,44,8235,48301,13339,4398,3742,3083,2356,2101,1492,1138,923,1416,1119,828,359,177,136,242,15829,17903,18319,15739
542,"Mayfield, KY Micro Area",37502,32460,34482,7577,1737,1625,3560,2051,2668,254,1335,147,15540,15077,9901,463,5176,6342,1447,1133,1038,1137,642,905,996,553,849,1144,1214,1534,916,363,320,199,39530,41790,16333,38474
543,"Maysville, KY Micro Area",17296,32500,15549,3688,790,928,1413,1036,880,188,759,41,7045,6382,4951,663,1431,3087,757,422,550,489,534,343,384,395,225,510,534,617,411,270,94,201,38824,40041,20365,
544,"McAlester, OK Micro Area",44961,32540,32401,9200,2208,2188,5349,2696,3399,183,1364,132,18059,17695,15825,364,1870,7994,1510,1620,1092,1089,1168,1098,949,886,805,1670,1520,2140,1207,539,406,388,42576,43464,55893,40909
545,"McAllen-Edinburg-Mission, TX Metro Area",819217,32580,748844,85744,19145,18453,60222,21180,53684,4243,15764,1883,291874,287116,268310,4758,18806,277104,29866,20817,18508,16026,14694,12553,11126,9517,10013,16074,18892,19976,10666,6413,4694,4186,34782,34878,51076,32103
546,"McComb, MS Micro Area",52915,32620,25677,9987,2235,1738,5431,2847,3274,138,1666,206,18613,16224,12994,2389,3230,14186,2899,2078,1735,1375,1371,1175,1002,1042,717,1454,1580,1489,978,300,335,224,31425,41406,22747,35822
547,"McMinnville, TN Micro Area",40015,32660,36791,9021,2567,1848,2860,1317,2181,331,1087,88,16111,15856,12149,255,3707,8329,1533,1350,1488,994,1310,1087,753,717,771,1165,1659,1436,611,310,190,287,35376,36395,25577,26789
548,"McPherson, KS Micro Area",29252,32700,27726,5009,793,1959,3329,1556,3844,258,1207,143,15244,15197,12598,47,2599,1993,412,423,504,457,631,731,691,734,562,1116,1492,1640,1129,514,462,293,56128,56393,,57692
549,"Meadville, PA Micro Area",87343,32740,83669,24346,2660,3281,6074,4371,7446,592,3187,621,36933,36021,28150,912,7871,12321,2201,2299,2514,2496,2091,1904,1996,1931,1695,3182,3811,4180,2090,963,623,599,44579,45278,21106,26471
550,"Medford, OR Metro Area",208363,32780,191003,33068,7259,14017,27455,11185,23319,2659,9950,1712,85312,84538,81310,774,3228,39122,7048,5437,5548,4810,5290,5140,4710,4605,3681,6896,9085,9027,5279,2742,2353,1836,44028,44599,33798,35653
551,"Memphis, TN-MS-AR Metro Area",1340336,32820,639353,213513,37662,50951,154492,56608,147756,15036,58946,9695,595401,515858,470178,79543,45680,254011,43990,28590,29943,30892,28019,26701,23410,23805,19668,40271,46110,54797,36037,21261,19981,18591,47552,62421,33014,36194
552,"Menomonie, WI Micro Area",44159,32860,41696,8485,794,1684,3909,3159,4351,271,1802,450,21986,21171,14363,815,6808,6140,1167,922,912,862,958,898,810,868,861,1413,1940,2063,1285,715,418,349,49788,50069,,
553,"Merced, CA Metro Area",263885,32900,161431,32165,5705,10921,23304,11417,13248,1382,4382,922,93126,92991,68122,135,24869,67417,5718,5840,5235,5381,4951,5048,4644,3781,3307,6645,7367,7937,4750,2819,2344,1925,42462,45504,32605,37404
554,"Meridian, MS Micro Area",106405,32940,57745,18012,4149,4351,13259,7201,8005,755,2901,506,42462,40960,33715,1502,7245,23626,3963,3690,3430,3019,2662,2554,1856,2204,1853,2683,3410,3542,2214,919,1129,724,36398,49329,23971,57708
555,"Merrill, WI Micro Area",28286,32980,27426,7456,902,1653,3104,2279,2244,150,696,77,13731,13642,8661,89,4981,2800,618,772,694,765,784,821,601,640,543,1183,1410,1802,869,427,303,187,49721,49544,,
556,"Mexico, MO Micro Area",25783,33020,23082,6621,1605,1340,2003,1130,1297,156,488,84,10548,10466,7864,82,2602,4401,801,627,500,811,580,669,452,588,509,783,1098,1212,274,184,97,88,41310,42541,23938,32353
557,"Miami, OK Micro Area",32085,33060,22163,6271,1323,1560,3301,2167,1882,190,675,106,12658,10844,9113,1814,1731,7112,1291,1011,1002,936,839,730,726,679,589,1112,1133,1058,484,229,156,86,36347,37140,25000,28500
558,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5861000,33100,4187164,1014751,119237,202752,550342,369281,779355,108886,288344,49277,2665569,2643713,2299457,21856,344256,993226,170529,119132,122700,123588,113106,107810,100970,99091,86695,157874,191405,219544,150904,83861,91964,107869,48745,51728,37702,42481
559,"Michigan City-La Porte, IN Metro Area",111280,33140,93488,24752,5508,5950,10958,6417,8400,742,3645,454,46156,42937,31628,3219,11309,17792,2874,2794,2734,2543,2738,2599,2188,2322,1802,3422,4577,5921,2892,1564,1039,995,46872,50346,25071,39933
560,"Middlesborough, KY Micro Area",27950,33180,26554,5539,1403,951,1915,1186,973,164,661,115,7822,7211,6308,611,903,10233,2503,1430,1096,854,736,773,594,483,267,775,430,753,220,46,71,57,22443,22493,17574,
561,"Midland, MI Metro Area",83624,33220,78318,15143,1809,3849,8343,5822,11093,889,5238,1375,36671,36370,26554,301,9816,10955,2234,1499,1799,1697,1595,1779,1701,1876,1398,2749,3509,4226,2664,1514,1507,1870,54059,53806,35774,44655
562,"Midland, TX Metro Area",156542,33260,129099,18036,5256,7603,18045,6965,17571,1314,5183,558,78026,77852,66691,174,11161,13930,2035,2033,1952,2332,2210,2595,2294,2450,2081,4097,5367,7053,5475,3710,3899,4917,68470,71961,45106,57689
563,"Milledgeville, GA Micro Area",54676,33300,27177,11071,2398,1620,4961,1988,2925,444,1806,417,17900,17657,12503,243,5154,15314,3094,1770,1656,1513,1182,1004,957,583,687,1213,1401,1706,1052,416,380,179,30791,39348,22622,
564,"Milwaukee-Waukesha-West Allis, WI Metro Area",1570006,33340,1166909,249137,33207,63950,160680,88529,231072,21103,84890,11440,759463,752912,538261,6551,214651,233399,43902,33492,33236,33823,29561,32746,26615,29053,26577,48857,62540,79540,54711,31792,29865,27836,54336,62251,27064,36466
565,"Mineral Wells, TX Micro Area",27921,33420,25293,5716,1244,1495,2952,971,1994,144,706,128,10918,10748,6933,170,3815,5425,1028,843,623,556,756,899,647,560,366,678,1016,1023,701,374,196,296,39516,40484,40188,33967
566,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3458790,33460,2790735,454648,64318,147474,341201,231876,604764,55817,217745,34465,1812142,1765831,1033893,46311,731938,350960,64795,46994,50993,53144,50442,55229,53022,55136,50611,102159,140233,191985,142096,92286,95089,90181,68778,73002,31339,43330
567,"Minot, ND Micro Area",76115,33500,68176,12304,1816,3401,9288,5139,8747,407,2168,371,42480,42358,38105,122,4253,5843,1209,1170,939,1415,1533,1569,1475,1657,1204,2315,3430,4834,2802,1586,1561,1060,61213,61768,61814,41363
568,"Missoula, MT Metro Area",111966,33540,103255,13747,2854,4217,13330,5847,18625,2030,7362,1812,57524,56875,54962,649,1913,17414,3625,3164,2629,3095,2527,2804,2696,2284,1925,3798,4851,4828,3573,1715,1552,1558,46164,47284,21406,32557
569,"Mitchell, SD Micro Area",23173,33580,21780,3509,712,939,2315,2257,2973,136,945,34,11799,11745,9729,54,2016,2785,543,502,544,694,372,764,397,445,436,996,1095,1273,786,432,163,194,51245,51914,58177,78784
570,"Moberly, MO Micro Area",25135,33620,22756,5486,1169,1646,2373,1632,1534,87,609,118,9344,9223,6856,121,2367,4395,796,713,661,579,523,700,416,400,363,629,910,846,473,200,100,141,37832,39595,15709,
571,"Mobile, AL Metro Area",414251,33660,248566,76135,13516,16592,45982,20739,39950,3512,14200,2343,168706,159323,153284,9383,6039,77917,15803,10810,10649,9631,8844,8320,7481,7138,6578,13383,14851,17035,10630,5079,4361,3595,43809,53398,28066,40875
572,"Modesto, CA Metro Area",527367,33700,397080,80249,12557,25335,56271,24612,36060,4588,11818,1515,202400,202009,155348,391,46661,105927,10547,11339,9729,9031,9746,9597,8441,8689,7245,14461,17514,20182,13173,7630,6606,5266,50125,51489,37772,42964
573,"Monroe, LA Metro Area",178302,33740,109692,32660,6867,7148,19178,5100,16978,1281,6479,800,71523,69402,61583,2121,7819,42478,8534,5902,4408,4578,3894,4104,3085,2932,2362,4538,5467,6213,4126,2154,1789,2121,37235,50077,22054,43794
574,"Monroe, MI Metro Area",150436,33780,142325,32643,4747,9478,16512,10619,12585,857,5242,501,66682,51632,31973,15050,19659,16860,3224,2988,2474,3034,3007,2982,2839,3176,2434,5096,6699,8299,5511,3044,2341,1418,55653,56047,38200,41131
575,"Montgomery, AL Metro Area",374864,33860,195269,57595,14818,14025,38868,17769,41346,4065,19290,2325,158887,157342,110964,1545,46378,70344,12973,9676,8497,7792,7845,7882,7304,7501,6055,11164,14073,16614,10885,5609,4840,4151,46523,59307,33119,40493
576,"Montrose, CO Micro Area",40815,33940,37787,7770,1311,1980,5035,1995,4409,316,2103,214,16420,16283,13623,137,2660,7644,1185,1033,1228,1225,1106,1121,706,967,761,1514,1710,2112,1140,446,288,226,43999,44539,,34544
577,"Morehead City, NC Micro Area",68228,33980,60638,11424,2648,3897,9011,5584,7959,852,3482,565,29862,29298,22325,564,6973,10056,2084,1896,1705,1618,1771,1660,1698,1481,1291,2516,2923,3934,1877,1103,1106,902,48457,50119,24883,30721
578,"Morgan City, LA Micro Area",53441,34020,32014,12448,2878,1725,4325,1266,2779,227,852,46,20872,20472,17129,400,3343,11746,2412,1483,1621,1230,1280,900,1035,1015,1014,1783,1868,1828,1133,620,583,515,40781,48906,25172,41365
579,"Morgantown, WV Metro Area",135477,34060,123924,24041,5563,4165,9945,4417,14704,2414,7883,2634,60984,57200,48400,3784,8800,25497,6304,3037,3154,2738,2429,2350,2515,2080,2017,3741,5190,5145,3350,1888,1752,1817,45317,45887,26739,26205
